diagrp,Cause ,SOdm,Occupation,Observed,Exp_Adj,PMR_Adj,Lower_Adj,Upper_Adj,Exp_Unadj,PMR_Unadj,Lower_Unadj,Upper_Unadj
1,Intestinal infectious diseases,33,Architects and Surveyors,0,0.63,0,0,583,0.78,0,0,470
1,Intestinal infectious diseases,34,Aircraft Flight Deck Officers,0,0.14,0,0,2634,0.09,0,0,4170
1,Intestinal infectious diseases,35,Air Traffic Controllers,0,0.04,0,0,10454,0.02,0,0,15794
1,Intestinal infectious diseases,36,Seafarers,1,0.82,122,3,682,0.68,146,4,814
1,Intestinal infectious diseases,37,Other Technicians,1,1.46,68,2,382,0.85,118,3,658
1,Intestinal infectious diseases,38,Production and maintenance managers,2,3.08,65,8,234,2.12,94,11,341
1,Intestinal infectious diseases,39,Managers in Construction,0,0.81,0,0,454,0.58,0,0,634
1,Intestinal infectious diseases,40,"Managers in Transport, Mining and Energy Industries",0,1.93,0,0,191,1.28,0,0,287
1,Intestinal infectious diseases,41,General and office managers,0,2.22,0,0,166,1.43,0,0,259
1,Intestinal infectious diseases,42,Butchers,0,0.54,0,0,685,0.70,0,0,528
1,Intestinal infectious diseases,43,"Fishmongers, Poultry Dressers",0,0.04,0,0,10484,0.06,0,0,6295
1,Intestinal infectious diseases,44,Retailers and Dealers,6,3.08,195,71,424,2.45,245,90,534
1,Intestinal infectious diseases,45,Publicans and Bar staff,3,2.09,144,30,420,1.71,176,36,513
1,Intestinal infectious diseases,46,Caterers,4,1.64,245,67,626,1.28,312,85,798
1,Intestinal infectious diseases,47,Farmers,3,4.58,65,14,191,3.95,76,16,222
1,Intestinal infectious diseases,48,Armed Forces,0,0.00,,,,1.04,0,0,355
1,Intestinal infectious diseases,49,Police,2,1.11,181,22,653,0.89,226,27,815
1,Intestinal infectious diseases,50,Fire Service Personnel,0,0.45,0,0,820,0.34,0,0,1070
1,Intestinal infectious diseases,51,"Launderers, Dry Cleaners, Pressers",0,0.13,0,0,2820,0.14,0,0,2714
1,Intestinal infectious diseases,52,Hairdressers,0,0.29,0,0,1268,0.33,0,0,1128
1,Intestinal infectious diseases,53,Office Workers and Cashiers,6,7.39,81,30,177,6.12,98,36,214
1,Intestinal infectious diseases,54,"Postal Workers, Mail Sorters",1,1.22,82,2,456,1.15,87,2,485
1,Intestinal infectious diseases,55,Petrol Pump Forecourt Attendants,0,0.07,0,0,5411,0.05,0,0,6873
1,Intestinal infectious diseases,56,Roundsmen/women & Van Salespersons,0,0.23,0,0,1573,0.35,0,0,1045
1,Intestinal infectious diseases,57,Sales Representatives,2,2.18,92,11,331,1.70,118,14,425
1,Intestinal infectious diseases,58,Security Workers,0,2.72,0,0,136,2.39,0,0,154
1,Intestinal infectious diseases,59,Cooks and Kitchen Porters,1,1.06,95,2,528,1.61,62,2,347
1,Intestinal infectious diseases,60,Other Service Personnel,3,3.54,85,17,248,3.58,84,17,245
1,Intestinal infectious diseases,61,Hospital Porters and Ward Orderlies,1,0.94,106,3,591,0.93,107,3,597
1,Intestinal infectious diseases,62,Ambulance Staff,0,0.14,0,0,2595,0.20,0,0,1820
1,Intestinal infectious diseases,63,Railway Station Staff,2,0.29,690,84,2492,0.31,655,79,2365
1,Intestinal infectious diseases,64,Undertakers,0,0.08,0,0,4848,0.06,0,0,6045
1,Intestinal infectious diseases,65,Forestry Workers,0,0.11,0,0,3372,0.12,0,0,3007
1,Intestinal infectious diseases,66,Fishing & Related Workers,1,0.18,548,14,3054,0.18,554,14,3085
1,Intestinal infectious diseases,67,Tannery Production Operatives,0,0.02,0,0,18567,0.03,0,0,12512
1,Intestinal infectious diseases,68,Leather & shoe workers,0,0.16,0,0,2369,0.23,0,0,1627
1,Intestinal infectious diseases,69,Preparatory Fibre Processors,0,0.02,0,0,14816,0.02,0,0,17059
1,Intestinal infectious diseases,70,Spinners and Winders,0,0.05,0,0,7107,0.04,0,0,8596
1,Intestinal infectious diseases,71,Weavers,0,0.06,0,0,6100,0.09,0,0,4160
1,Intestinal infectious diseases,72,Knitters,0,0.05,0,0,7946,0.07,0,0,5047
1,Intestinal infectious diseases,73,"Warp Preparers, Bleachers, dyers & finishers",1,0.06,1584,40,8825,0.10,1052,27,5859
1,Intestinal infectious diseases,74,Other Textile Processing Operatives,0,0.14,0,0,2580,0.14,0,0,2602
1,Intestinal infectious diseases,75,Chemical workers,0,0.79,0,0,469,0.73,0,0,507
1,Intestinal infectious diseases,76,Bakers,1,0.30,334,8,1863,0.47,215,5,1196
1,Intestinal infectious diseases,77,Brewery & vinery process operatives,0,0.08,0,0,4831,0.11,0,0,3239
1,Intestinal infectious diseases,78,"Other Food, Drink & Tobacco Process Operatives nes",2,0.61,327,40,1182,0.61,330,40,1193
1,Intestinal infectious diseases,79,Paper manufacturers,0,0.09,0,0,4133,0.13,0,0,2814
1,Intestinal infectious diseases,80,Bookbinders,0,0.03,0,0,10693,0.05,0,0,6854
1,Intestinal infectious diseases,81,Paper cutters,0,0.02,0,0,15759,0.03,0,0,10818
1,Intestinal infectious diseases,82,Glass & ceramics furnace workers,0,0.03,0,0,11252,0.05,0,0,7951
1,Intestinal infectious diseases,83,Glass Product & Ceramic Finishers & Decorators,0,0.03,0,0,12785,0.04,0,0,8206
1,Intestinal infectious diseases,84,Ceramics casters,1,0.23,439,11,2445,0.33,300,8,1672
1,Intestinal infectious diseases,85,Rubber Manufacturers,0,0.12,0,0,3133,0.16,0,0,2295
1,Intestinal infectious diseases,87,Synthetic Fibre Makers,0,0.02,0,0,21209,0.01,0,0,25147
1,Intestinal infectious diseases,88,Other coal miners,2,1.99,100,12,363,1.55,129,16,467
1,Intestinal infectious diseases,89,Tobacco Process Operatives,0,0.03,0,0,12394,0.03,0,0,12951
1,Intestinal infectious diseases,93,Plastic goods makers,0,0.26,0,0,1432,0.27,0,0,1366
1,Intestinal infectious diseases,94,Compositors,0,0.08,0,0,4415,0.12,0,0,3076
1,Intestinal infectious diseases,96,Printing Machine Minders & Assistants,0,0.11,0,0,3272,0.16,0,0,2237
1,Intestinal infectious diseases,97,Printers,1,0.60,165,4,922,0.92,109,3,605
1,Intestinal infectious diseases,98,Tailors & Dressmakers,0,0.07,0,0,5307,0.10,0,0,3787
1,Intestinal infectious diseases,99,Clothing cutter,0,0.04,0,0,10209,0.06,0,0,6703
1,Intestinal infectious diseases,100,Sewers & embroiderers,0,0.09,0,0,4330,0.09,0,0,3930
1,Intestinal infectious diseases,101,Upholsterers,0,0.12,0,0,2958,0.20,0,0,1869
1,Intestinal infectious diseases,102,Carpet fitters,0,0.17,0,0,2129,0.29,0,0,1261
1,Intestinal infectious diseases,103,Other workers with fabrics,1,0.04,2582,65,14386,0.06,1691,43,9423
1,Intestinal infectious diseases,104,Carpenters & Joiners,2,1.79,112,14,404,2.77,72,9,261
1,Intestinal infectious diseases,105,Cabinet Makers,0,0.16,0,0,2270,0.27,0,0,1378
1,Intestinal infectious diseases,106,Case & Box Makers,0,0.03,0,0,10707,0.05,0,0,6916
1,Intestinal infectious diseases,107,Pattern Makers (moulds),0,0.04,0,0,9735,0.05,0,0,7019
1,Intestinal infectious diseases,108,Woodworking Machine Operatives,0,0.18,0,0,2085,0.26,0,0,1411
1,Intestinal infectious diseases,109,Other Woodworkers,0,0.06,0,0,6191,0.10,0,0,3843
1,Intestinal infectious diseases,110,Dental Technicians,0,0.04,0,0,9705,0.06,0,0,6656
1,Intestinal infectious diseases,112,Furnace Operatives (metal),0,0.07,0,0,5449,0.09,0,0,4089
1,Intestinal infectious diseases,113,Rollers,0,0.02,0,0,23972,0.02,0,0,16536
1,Intestinal infectious diseases,114,Smiths & Forge Workers,0,0.07,0,0,5119,0.10,0,0,3638
1,Intestinal infectious diseases,115,Metal Drawers,0,0.02,0,0,19036,0.03,0,0,14391
1,Intestinal infectious diseases,116,"Moulders, Core Makers, Die Casters",0,0.11,0,0,3505,0.15,0,0,2506
1,Intestinal infectious diseases,117,Electroplater,0,0.06,0,0,5739,0.09,0,0,3979
1,Intestinal infectious diseases,118,"Annealers, Hardeners, Temperers (metal)",0,0.03,0,0,12833,0.02,0,0,17077
1,Intestinal infectious diseases,120,Other Metal Manufacturers,0,0.37,0,0,1009,0.41,0,0,891
1,Intestinal infectious diseases,121,Press Setters & Setter-Operators,0,0.02,0,0,20612,0.03,0,0,14160
1,Intestinal infectious diseases,122,"Centre, Capstan, Turret & Other Lathe Setters & Setter-Oper",0,0.15,0,0,2512,0.20,0,0,1807
1,Intestinal infectious diseases,123,Machine Tool Setter Operators,0,0.49,0,0,753,0.54,0,0,679
1,Intestinal infectious diseases,124,Machine Tool Operatives (including CNC machine tool operati,3,2.81,107,22,312,2.66,113,23,330
1,Intestinal infectious diseases,125,Press Stamping & Automatic Machine Operatives,0,0.13,0,0,2816,0.12,0,0,3027
1,Intestinal infectious diseases,126,Metal Polishers,0,0.06,0,0,6617,0.08,0,0,4485
1,Intestinal infectious diseases,127,Fettler,0,0.07,0,0,5634,0.06,0,0,6551
1,Intestinal infectious diseases,128,Shot Blasters,0,0.06,0,0,6705,0.05,0,0,6808
1,Intestinal infectious diseases,129,"Tool Makers, Tool Fitters & Markers-Out",0,0.34,0,0,1096,0.49,0,0,759
1,Intestinal infectious diseases,130,Precision Instrument Makers & Repairers,0,0.20,0,0,1864,0.29,0,0,1254
1,Intestinal infectious diseases,132,Production fitters,3,2.56,117,24,342,3.89,77,16,226
1,Intestinal infectious diseases,133,"Motor Mechanics, Auto Engineers (including road patrol engi",1,1.12,89,2,497,1.84,54,1,302
1,Intestinal infectious diseases,135,Office Machinery Mechanics,0,0.01,0,0,34470,0.02,0,0,23175
1,Intestinal infectious diseases,136,Production Fitters (electrical/electronic),0,0.06,0,0,5972,0.09,0,0,4050
1,Intestinal infectious diseases,137,"Electricians, Electrical Maintenance Fitters",3,1.38,218,45,638,2.14,140,29,410
1,Intestinal infectious diseases,139,Telephone Fitters,0,0.25,0,0,1481,0.37,0,0,993
1,Intestinal infectious diseases,140,"Cable Jointers, Lines Repairers",0,0.09,0,0,4154,0.13,0,0,2758
1,Intestinal infectious diseases,141,"Radio, TV & Video Engineers",0,0.13,0,0,2840,0.20,0,0,1852
1,Intestinal infectious diseases,142,Other Electrical/Electronic Trades nes,2,0.99,201,24,728,1.17,171,21,618
1,Intestinal infectious diseases,143,Electrical Engineers (not professional),2,0.41,488,59,1764,0.58,346,42,1249
1,Intestinal infectious diseases,144,"Plumbers, Heating & Ventilating Engineers & Related Trades",1,1.19,84,2,467,1.81,55,1,308
1,Intestinal infectious diseases,145,Sheet Metal Workers,0,0.31,0,0,1173,0.48,0,0,774
1,Intestinal infectious diseases,146,"Metal Plate Workers, Shipwrights, Riveters",0,0.23,0,0,1607,0.32,0,0,1159
1,Intestinal infectious diseases,147,Steel Erectors,0,0.27,0,0,1359,0.41,0,0,895
1,Intestinal infectious diseases,148,"Scaffolders, Stagers, Steeplejacks, Riggers",1,0.45,222,6,1238,0.46,217,6,1211
1,Intestinal infectious diseases,149,Welding Trades,1,0.81,123,3,684,1.27,79,2,438
1,Intestinal infectious diseases,151,Jewellery workers,0,0.04,0,0,9303,0.06,0,0,6093
1,Intestinal infectious diseases,153,Coach & Vehicle Body Builders,0,0.09,0,0,4225,0.12,0,0,2984
1,Intestinal infectious diseases,154,"Oilers, Greasers, Lubricators",0,0.01,0,0,53030,0.01,0,0,35914
1,Intestinal infectious diseases,158,Coach Painters,0,0.36,0,0,1035,0.37,0,0,996
1,Intestinal infectious diseases,160,Painters & Decorators,0,1.76,0,0,209,2.66,0,0,138
1,Intestinal infectious diseases,161,Assemblers/Lineworkers (electrical/electronic goods),0,0.22,0,0,1669,0.22,0,0,1697
1,Intestinal infectious diseases,162,Other Assemblers/Lineworkers nes,0,0.14,0,0,2555,0.18,0,0,2004
1,Intestinal infectious diseases,163,Assemblers/Lineworkers (vehicles & other metal goods),0,0.56,0,0,659,0.50,0,0,733
1,Intestinal infectious diseases,164,"Packers, Sorters and Testers",2,1.29,155,19,559,1.29,155,19,559
1,Intestinal infectious diseases,165,"Bricklayers, Masons",1,0.82,121,3,676,1.26,79,2,442
1,Intestinal infectious diseases,167,Plasterers,1,0.40,250,6,1392,0.63,158,4,882
1,Intestinal infectious diseases,168,Roofers and Glaziers,0,0.65,0,0,571,0.76,0,0,486
1,Intestinal infectious diseases,169,"Builders, Building Contractors",4,1.64,244,66,624,2.49,160,44,411
1,Intestinal infectious diseases,170,Rail Construction & Maintenance Workers,0,0.16,0,0,2268,0.16,0,0,2300
1,Intestinal infectious diseases,171,Road Construction Workers and Paviors,0,0.36,0,0,1018,0.39,0,0,952
1,Intestinal infectious diseases,172,Sewage plant attendants,0,0.11,0,0,3486,0.11,0,0,3392
1,Intestinal infectious diseases,173,"Mains & Service Pipe Layers, Pipe Jointers",0,0.20,0,0,1848,0.19,0,0,1920
1,Intestinal infectious diseases,174,Other Construction Workers,4,3.09,129,35,331,3.28,122,33,312
1,Intestinal infectious diseases,175,"Face Trained Coalmining Workers, Shotfireres & Deputies",0,0.15,0,0,2492,0.20,0,0,1873
1,Intestinal infectious diseases,176,Mine (excluding coal) & Quarry Workers,0,0.17,0,0,2224,0.15,0,0,2415
1,Intestinal infectious diseases,177,Railway guards,0,0.11,0,0,3208,0.17,0,0,2195
1,Intestinal infectious diseases,178,Railway signal workers,0,0.06,0,0,5895,0.09,0,0,4301
1,Intestinal infectious diseases,179,Shunters & points operatives,0,0.03,0,0,12582,0.04,0,0,8756
1,Intestinal infectious diseases,180,Railway engine drivers,0,0.18,0,0,2033,0.25,0,0,1482
1,Intestinal infectious diseases,181,Road transport inspectors,0,0.06,0,0,6104,0.09,0,0,4299
1,Intestinal infectious diseases,182,Bus & Coach Drivers,0,0.82,0,0,452,1.21,0,0,306
1,Intestinal infectious diseases,183,Lorry drivers,3,4.42,68,14,198,6.50,46,10,135
1,Intestinal infectious diseases,184,Other motor drivers,0,1.03,0,0,358,1.56,0,0,237
1,Intestinal infectious diseases,185,Bus Conductors and Drivers' Mates,0,0.14,0,0,2692,0.11,0,0,3276
1,Intestinal infectious diseases,186,Mechanical Plant Drivers & Operatives (earth moving & civil,1,0.32,317,8,1767,0.48,207,5,1154
1,Intestinal infectious diseases,187,Crane Drivers,0,0.29,0,0,1254,0.41,0,0,910
1,Intestinal infectious diseases,188,Fork Lift & Mechanical Truck Drivers,1,0.66,152,4,846,1.01,99,2,550
1,Intestinal infectious diseases,189,Slingers,0,0.03,0,0,13383,0.04,0,0,9860
1,Intestinal infectious diseases,190,Storekeepers & warehousemen/women,4,2.90,138,38,353,2.87,139,38,357
1,Intestinal infectious diseases,191,Dockers and Goods Porters,1,0.75,134,3,745,0.80,126,3,700
1,Intestinal infectious diseases,192,Refuse & Salvage Collectors,1,0.40,248,6,1381,0.43,235,6,1309
1,Intestinal infectious diseases,194,"Electrical, Energy, Boiler & Related Plant Operatives & Att",0,0.30,0,0,1212,0.24,0,0,1534
1,Intestinal infectious diseases,195,Beauticians & Related Occupations,0,0.01,0,0,47675,0.01,0,0,31666
1,Intestinal infectious diseases,196,Other Crafts,0,0.16,0,0,2278,0.17,0,0,2116
1,Intestinal infectious diseases,197,Other Transport and Machine Operatives,3,1.19,252,52,735,1.28,234,48,685
1,Intestinal infectious diseases,198,Other Labourers,5,7.38,68,22,158,7.96,63,20,147
1,Intestinal infectious diseases,199,"Vehicle body repairers, panel beaters",0,0.10,0,0,3544,0.17,0,0,2154
2,Tuberculosis,1,Lawyers,4,1.68,238,65,609,1.95,205,56,526
2,Tuberculosis,2,Accountants and Financial Managers,8,6.65,120,52,237,7.91,101,44,199
2,Tuberculosis,3,Personnel Managers etc,0,1.52,0,0,243,1.98,0,0,186
2,Tuberculosis,4,Economists & statisticians,0,0.28,0,0,1320,0.31,0,0,1206
2,Tuberculosis,5,Computer Programmers and Managers,0,4.21,0,0,88,4.82,0,0,77
2,Tuberculosis,6,Sales Managers etc.,6,6.72,89,33,194,8.46,71,26,154
2,Tuberculosis,7,Government Inspectors,1,0.43,231,6,1286,0.56,179,5,995
2,Tuberculosis,8,Government administrators,1,1.22,82,2,456,1.56,64,2,357
2,Tuberculosis,9,Other Administrators,34,22.48,151,105,211,28.66,119,82,166
2,Tuberculosis,10,Teachers in Higher Education,3,2.97,101,21,296,3.60,83,17,244
2,Tuberculosis,11,School Teachers,2,5.11,39,5,141,6.48,31,4,111
2,Tuberculosis,12,"Vocational Trainers, Social Scientists etc.",3,1.78,169,35,494,2.22,135,28,395
2,Tuberculosis,13,Welfare Workers,3,2.35,128,26,374,2.85,105,22,308
2,Tuberculosis,14,Clergy,3,1.03,291,60,851,1.19,252,52,737
2,Tuberculosis,15,Doctors,4,1.58,253,69,649,1.77,227,62,580
2,Tuberculosis,16,Dentists,0,0.39,0,0,942,0.42,0,0,883
2,Tuberculosis,17,Nurses,1,2.08,48,1,268,2.51,40,1,222
2,Tuberculosis,18,Pharmacists/Pharmacologists,0,0.51,0,0,718,0.53,0,0,691
2,Tuberculosis,19,Medical Radiographers,0,0.07,0,0,5659,0.08,0,0,4668
2,Tuberculosis,20,Physiotherapists,0,0.04,0,0,8380,0.06,0,0,5885
2,Tuberculosis,21,Other Health Professions,0,0.83,0,0,445,1.03,0,0,358
2,Tuberculosis,22,Veterinarians,0,0.14,0,0,2627,0.15,0,0,2491
2,Tuberculosis,23,Driving Instructors (excluding HGV),1,0.98,102,3,569,1.27,79,2,440
2,Tuberculosis,24,Literary and Artistic Occupations,10,7.91,126,61,233,9.64,104,50,191
2,Tuberculosis,25,"Professional athletes, sports officials",0,0.43,0,0,850,0.45,0,0,813
2,Tuberculosis,26,Biological scientists,0,0.66,0,0,558,0.70,0,0,525
2,Tuberculosis,27,Chemical Engineers and Scientists,1,1.06,94,2,524,1.23,82,2,455
2,Tuberculosis,28,Physical Scientists & mathematicians,0,1.01,0,0,366,1.04,0,0,355
2,Tuberculosis,29,Electrical and Electronic Engineers (professional),0,0.48,0,0,763,0.56,0,0,654
2,Tuberculosis,30,Other Professional Engineers,4,7.44,54,15,138,8.61,46,13,119
2,Tuberculosis,31,Draughtspersons,0,1.91,0,0,193,2.32,0,0,159
2,Tuberculosis,32,Laboratory Technicians,1,1.43,70,2,389,1.87,53,1,298
2,Tuberculosis,33,Architects and Surveyors,7,3.25,215,87,444,3.76,186,75,384
2,Tuberculosis,34,Aircraft Flight Deck Officers,0,0.32,0,0,1135,0.41,0,0,899
2,Tuberculosis,35,Air Traffic Controllers,0,0.09,0,0,4233,0.12,0,0,3167
2,Tuberculosis,36,Seafarers,9,3.62,249,114,472,3.46,260,119,494
2,Tuberculosis,37,Other Technicians,1,3.07,33,1,181,3.90,26,1,143
2,Tuberculosis,38,Production and maintenance managers,5,8.25,61,20,141,10.53,47,15,111
2,Tuberculosis,39,Managers in Construction,1,2.33,43,1,239,2.95,34,1,189
2,Tuberculosis,40,"Managers in Transport, Mining and Energy Industries",4,4.83,83,23,212,6.28,64,17,163
2,Tuberculosis,41,General and office managers,2,5.35,37,5,135,6.85,29,4,105
2,Tuberculosis,42,Butchers,1,2.69,37,1,207,3.12,32,1,179
2,Tuberculosis,43,"Fishmongers, Poultry Dressers",1,0.23,438,11,2440,0.26,388,10,2162
2,Tuberculosis,44,Retailers and Dealers,12,9.23,130,67,227,10.25,117,60,204
2,Tuberculosis,45,Publicans and Bar staff,7,7.20,97,39,200,8.09,87,35,178
2,Tuberculosis,46,Caterers,11,5.07,217,108,388,5.46,202,101,361
2,Tuberculosis,47,Farmers,14,18.59,75,41,126,18.05,78,42,130
2,Tuberculosis,48,Armed Forces,1,1.00,100,3,557,4.15,24,1,134
2,Tuberculosis,49,Police,0,3.23,0,0,114,4.13,0,0,89
2,Tuberculosis,50,Fire Service Personnel,1,1.25,80,2,444,1.57,64,2,355
2,Tuberculosis,51,"Launderers, Dry Cleaners, Pressers",4,0.71,567,154,1450,0.61,660,180,1689
2,Tuberculosis,52,Hairdressers,2,1.04,193,23,696,1.27,157,19,567
2,Tuberculosis,53,Office Workers and Cashiers,26,23.13,112,73,165,27.73,94,61,137
2,Tuberculosis,54,"Postal Workers, Mail Sorters",2,6.38,31,4,113,5.43,37,4,133
2,Tuberculosis,55,Petrol Pump Forecourt Attendants,0,0.20,0,0,1804,0.23,0,0,1576
2,Tuberculosis,56,Roundsmen/women & Van Salespersons,1,1.55,65,2,360,1.71,58,1,326
2,Tuberculosis,57,Sales Representatives,4,6.52,61,17,157,8.09,49,13,127
2,Tuberculosis,58,Security Workers,14,13.22,106,58,178,11.69,120,65,201
2,Tuberculosis,59,Cooks and Kitchen Porters,15,6.46,232,130,383,6.42,234,131,385
2,Tuberculosis,60,Other Service Personnel,21,23.85,88,54,135,16.67,126,78,193
2,Tuberculosis,61,Hospital Porters and Ward Orderlies,7,4.82,145,58,299,4.11,170,68,351
2,Tuberculosis,62,Ambulance Staff,0,0.88,0,0,418,0.99,0,0,374
2,Tuberculosis,63,Railway Station Staff,3,2.53,118,24,346,1.52,198,41,577
2,Tuberculosis,64,Undertakers,0,0.25,0,0,1492,0.31,0,0,1207
2,Tuberculosis,65,Forestry Workers,0,0.63,0,0,590,0.55,0,0,677
2,Tuberculosis,66,Fishing & Related Workers,1,1.00,100,3,560,0.82,122,3,677
2,Tuberculosis,67,Tannery Production Operatives,0,0.12,0,0,2981,0.14,0,0,2615
2,Tuberculosis,68,Leather & shoe workers,3,1.00,301,62,881,1.09,274,57,802
2,Tuberculosis,69,Preparatory Fibre Processors,2,0.12,1627,197,5879,0.11,1798,218,6495
2,Tuberculosis,70,Spinners and Winders,0,0.25,0,0,1456,0.22,0,0,1696
2,Tuberculosis,71,Weavers,1,0.40,250,6,1393,0.44,226,6,1259
2,Tuberculosis,72,Knitters,1,0.30,332,8,1849,0.34,296,8,1652
2,Tuberculosis,73,"Warp Preparers, Bleachers, dyers & finishers",0,0.42,0,0,872,0.46,0,0,798
2,Tuberculosis,74,Other Textile Processing Operatives,3,0.76,393,81,1149,0.68,439,90,1282
2,Tuberculosis,75,Chemical workers,2,4.14,48,6,174,3.61,55,7,200
2,Tuberculosis,76,Bakers,3,1.80,166,34,486,2.02,148,31,434
2,Tuberculosis,77,Brewery & vinery process operatives,1,0.52,193,5,1076,0.58,173,4,966
2,Tuberculosis,78,"Other Food, Drink & Tobacco Process Operatives nes",4,3.26,123,33,314,2.85,140,38,359
2,Tuberculosis,79,Paper manufacturers,1,0.59,170,4,947,0.65,153,4,854
2,Tuberculosis,80,Bookbinders,0,0.23,0,0,1620,0.25,0,0,1457
2,Tuberculosis,81,Paper cutters,0,0.14,0,0,2584,0.16,0,0,2287
2,Tuberculosis,82,Glass & ceramics furnace workers,0,0.21,0,0,1721,0.23,0,0,1572
2,Tuberculosis,83,Glass Product & Ceramic Finishers & Decorators,0,0.20,0,0,1887,0.21,0,0,1720
2,Tuberculosis,84,Ceramics casters,2,1.48,135,16,488,1.62,123,15,446
2,Tuberculosis,85,Rubber Manufacturers,0,0.73,0,0,508,0.80,0,0,463
2,Tuberculosis,87,Synthetic Fibre Makers,0,0.08,0,0,4611,0.07,0,0,5194
2,Tuberculosis,88,Other coal miners,8,9.12,88,38,173,8.05,99,43,196
2,Tuberculosis,89,Tobacco Process Operatives,0,0.16,0,0,2274,0.14,0,0,2726
2,Tuberculosis,93,Plastic goods makers,3,1.42,211,43,616,1.22,246,51,718
2,Tuberculosis,94,Compositors,1,0.53,188,5,1049,0.59,171,4,952
2,Tuberculosis,96,Printing Machine Minders & Assistants,0,0.72,0,0,514,0.79,0,0,466
2,Tuberculosis,97,Printers,1,3.87,26,1,144,4.29,23,1,130
2,Tuberculosis,98,Tailors & Dressmakers,1,0.44,227,6,1263,0.49,205,5,1144
2,Tuberculosis,99,Clothing cutter,0,0.23,0,0,1615,0.26,0,0,1421
2,Tuberculosis,100,Sewers & embroiderers,1,0.50,200,5,1115,0.41,246,6,1369
2,Tuberculosis,101,Upholsterers,1,0.76,131,3,732,0.85,117,3,652
2,Tuberculosis,102,Carpet fitters,1,1.12,90,2,499,1.26,79,2,441
2,Tuberculosis,103,Other workers with fabrics,0,0.24,0,0,1508,0.27,0,0,1346
2,Tuberculosis,104,Carpenters & Joiners,15,11.35,132,74,218,12.70,118,66,195
2,Tuberculosis,105,Cabinet Makers,1,1.05,95,2,530,1.18,85,2,473
2,Tuberculosis,106,Case & Box Makers,0,0.21,0,0,1789,0.23,0,0,1584
